Word,Method1,Method2,Jaccard_Similarity
cute,mw,wordnet,0.017857142857142856
ocelot,deepseek,gpt,0.75
ocelot,deepseek,llama,0.14285714285714285
ocelot,deepseek,mw,0.0
ocelot,deepseek,wordnet,0.0
ocelot,gpt,llama,0.16666666666666666
ocelot,gpt,mw,0.0
ocelot,gpt,wordnet,0.0
ocelot,llama,mw,0.0
ocelot,llama,wordnet,0.0
ocelot,mw,wordnet,0.0
restlessness,deepseek,gpt,0.5454545454545454
restlessness,deepseek,llama,0.2857142857142857
restlessness,deepseek,mw,0.07142857142857142
restlessness,deepseek,wordnet,0.25
restlessness,gpt,llama,0.4166666666666667
restlessness,gpt,mw,0.023255813953488372
restlessness,gpt,wordnet,0.16666666666666666
restlessness,llama,mw,0.046511627906976744
restlessness,llama,wordnet,0.15384615384615385
restlessness,mw,wordnet,0.024390243902439025
unwrapped,deepseek,gpt,0.36363636363636365
unwrapped,deepseek,llama,0.5454545454545454
unwrapped,deepseek,mw,0.1111111111111111
unwrapped,deepseek,wordnet,0.0
unwrapped,gpt,llama,0.5
unwrapped,gpt,mw,0.13636363636363635
unwrapped,gpt,wordnet,0.0
unwrapped,llama,mw,0.125
unwrapped,llama,wordnet,0.0
unwrapped,mw,wordnet,0.0
hobbyist,deepseek,gpt,0.3
hobbyist,deepseek,llama,0.625
hobbyist,deepseek,mw,0.10526315789473684
hobbyist,deepseek,wordnet,0.0
hobbyist,gpt,llama,0.42857142857142855
hobbyist,gpt,mw,0.125
hobbyist,gpt,wordnet,0.0
hobbyist,llama,mw,0.125
hobbyist,llama,wordnet,0.0
hobbyist,mw,wordnet,0.0
sprayer,deepseek,gpt,0.3333333333333333
sprayer,deepseek,llama,0.3333333333333333
sprayer,deepseek,mw,0.0
sprayer,deepseek,wordnet,0.18181818181818182
sprayer,gpt,llama,0.1111111111111111
sprayer,gpt,mw,0.0
sprayer,gpt,wordnet,0.1
sprayer,llama,mw,0.0
sprayer,llama,wordnet,0.1
sprayer,mw,wordnet,0.0
tetanus,deepseek,gpt,0.4
tetanus,deepseek,llama,0.4
tetanus,deepseek,mw,0.0
tetanus,deepseek,wordnet,0.16666666666666666
tetanus,gpt,llama,1.0
tetanus,gpt,mw,0.0
tetanus,gpt,wordnet,0.3333333333333333
tetanus,llama,mw,0.0
tetanus,llama,wordnet,0.3333333333333333
tetanus,mw,wordnet,0.0
reedy,deepseek,gpt,0.0
reedy,deepseek,llama,0.0
reedy,deepseek,mw,0.0
reedy,deepseek,wordnet,0.0
reedy,gpt,llama,0.0
reedy,gpt,mw,0.0967741935483871
reedy,gpt,wordnet,0.0
reedy,llama,mw,0.0
reedy,llama,wordnet,0.0
reedy,mw,wordnet,0.0
adaptiveness,deepseek,gpt,0.4444444444444444
adaptiveness,deepseek,llama,0.5
adaptiveness,deepseek,mw,0.0
adaptiveness,deepseek,wordnet,0.0
adaptiveness,gpt,llama,0.5
adaptiveness,gpt,mw,0.0
adaptiveness,gpt,wordnet,0.0
adaptiveness,llama,mw,0.0
adaptiveness,llama,wordnet,0.0
adaptiveness,mw,wordnet,0.0
touch,deepseek,gpt,0.5
touch,deepseek,llama,0.7
touch,deepseek,mw,0.007142857142857143
touch,deepseek,wordnet,0.017857142857142856
touch,gpt,llama,0.5
touch,gpt,mw,0.010830324909747292
touch,gpt,wordnet,0.018518518518518517
touch,llama,mw,0.007220216606498195
touch,llama,wordnet,0.018867924528301886
touch,mw,wordnet,0.03571428571428571
rouge,deepseek,gpt,0.4444444444444444
rouge,deepseek,llama,0.4444444444444444
rouge,deepseek,mw,0.10256410256410256
rouge,deepseek,wordnet,0.0
rouge,gpt,llama,0.1111111111111111
rouge,gpt,mw,0.05263157894736842
rouge,gpt,wordnet,0.0
rouge,llama,mw,0.08108108108108109
rouge,llama,wordnet,0.0
rouge,mw,wordnet,0.02702702702702703
heterogenous,deepseek,gpt,0.5
heterogenous,deepseek,llama,0.5555555555555556
heterogenous,deepseek,mw,0.2631578947368421
heterogenous,deepseek,wordnet,0.0
heterogenous,gpt,llama,0.3333333333333333
heterogenous,gpt,mw,0.15789473684210525
heterogenous,gpt,wordnet,0.0
heterogenous,llama,mw,0.2
heterogenous,llama,wordnet,0.0
heterogenous,mw,wordnet,0.05555555555555555
tireless,deepseek,gpt,0.2727272727272727
tireless,deepseek,llama,0.23076923076923078
tireless,deepseek,mw,0.3
tireless,deepseek,wordnet,0.36363636363636365
tireless,gpt,llama,0.4
tireless,gpt,mw,0.2222222222222222
tireless,gpt,wordnet,0.18181818181818182
tireless,llama,mw,0.18181818181818182
tireless,llama,wordnet,0.15384615384615385
tireless,mw,wordnet,0.3333333333333333
chalker,deepseek,gpt,0.0
chalker,deepseek,llama,0.1
chalker,deepseek,mw,0.0
chalker,deepseek,wordnet,0.0
chalker,gpt,llama,0.0
chalker,gpt,mw,0.045454545454545456
chalker,gpt,wordnet,0.0
chalker,llama,mw,0.0
chalker,llama,wordnet,0.0
chalker,mw,wordnet,0.0
connection,deepseek,gpt,0.5384615384615384
connection,deepseek,llama,0.5384615384615384
connection,deepseek,mw,0.07272727272727272
connection,deepseek,wordnet,0.11764705882352941
connection,gpt,llama,0.42857142857142855
connection,gpt,mw,0.07272727272727272
connection,gpt,wordnet,0.11764705882352941
connection,llama,mw,0.07272727272727272
connection,llama,wordnet,0.11764705882352941
connection,mw,wordnet,0.03571428571428571
gallant,deepseek,gpt,0.6363636363636364
gallant,deepseek,llama,0.17647058823529413
gallant,deepseek,mw,0.10256410256410256
gallant,deepseek,wordnet,0.038461538461538464
gallant,gpt,llama,0.14285714285714285
gallant,gpt,mw,0.07894736842105263
gallant,gpt,wordnet,0.045454545454545456
gallant,llama,mw,0.024390243902439025
gallant,llama,wordnet,0.13636363636363635
gallant,mw,wordnet,0.0963855421686747
clientele,deepseek,gpt,0.42857142857142855
clientele,deepseek,llama,0.3333333333333333
clientele,deepseek,mw,0.043478260869565216
clientele,deepseek,wordnet,0.0
clientele,gpt,llama,0.4
clientele,gpt,mw,0.04
clientele,gpt,wordnet,0.0
clientele,llama,mw,0.037037037037037035
clientele,llama,wordnet,0.0
clientele,mw,wordnet,0.0
chert,deepseek,gpt,0.14285714285714285
chert,deepseek,llama,0.25
chert,deepseek,mw,0.0
chert,deepseek,wordnet,0.0
chert,gpt,llama,0.14285714285714285
chert,gpt,mw,0.0
chert,gpt,wordnet,0.0
chert,llama,mw,0.0
chert,llama,wordnet,0.0
chert,mw,wordnet,0.0
cumbersome,deepseek,gpt,0.6
cumbersome,deepseek,llama,0.3076923076923077
cumbersome,deepseek,mw,0.26666666666666666
cumbersome,deepseek,wordnet,0.14285714285714285
cumbersome,gpt,llama,0.25
cumbersome,gpt,mw,0.21428571428571427
cumbersome,gpt,wordnet,0.16666666666666666
cumbersome,llama,mw,0.125
cumbersome,llama,wordnet,0.15384615384615385
cumbersome,mw,wordnet,0.21428571428571427
gill,deepseek,gpt,0.14285714285714285
gill,deepseek,llama,0.3333333333333333
gill,deepseek,mw,0.0
gill,deepseek,wordnet,0.3333333333333333
gill,gpt,llama,0.2
gill,gpt,mw,0.0
gill,gpt,wordnet,0.0
gill,llama,mw,0.0
gill,llama,wordnet,0.2
gill,mw,wordnet,0.0
grazer,deepseek,gpt,0.8
grazer,deepseek,llama,0.42857142857142855
grazer,deepseek,mw,0.0
grazer,deepseek,wordnet,0.0
grazer,gpt,llama,0.2857142857142857
grazer,gpt,mw,0.0
grazer,gpt,wordnet,0.0
grazer,llama,mw,0.0
grazer,llama,wordnet,0.0
grazer,mw,wordnet,0.0
spacer,deepseek,gpt,0.1
spacer,deepseek,llama,0.1
spacer,deepseek,mw,0.04
spacer,deepseek,wordnet,0.0
spacer,gpt,llama,0.42857142857142855
spacer,gpt,mw,0.0
spacer,gpt,wordnet,0.0
spacer,llama,mw,0.0
spacer,llama,wordnet,0.0
spacer,mw,wordnet,0.0
employment,deepseek,gpt,0.5
employment,deepseek,llama,0.6923076923076923
employment,deepseek,mw,0.2
employment,deepseek,wordnet,0.10526315789473684
employment,gpt,llama,0.46153846153846156
employment,gpt,mw,0.22727272727272727
employment,gpt,wordnet,0.125
employment,llama,mw,0.21739130434782608
employment,llama,wordnet,0.05555555555555555
employment,mw,wordnet,0.2857142857142857
vole,deepseek,gpt,0.16666666666666666
vole,deepseek,llama,0.3333333333333333
vole,deepseek,mw,0.0
vole,deepseek,wordnet,0.2
vole,gpt,llama,0.16666666666666666
vole,gpt,mw,0.045454545454545456
vole,gpt,wordnet,0.25
vole,llama,mw,0.0
vole,llama,wordnet,0.2
vole,mw,wordnet,0.0
iota,deepseek,gpt,0.14285714285714285
iota,deepseek,llama,0.5
iota,deepseek,mw,0.07407407407407407
iota,deepseek,wordnet,0.125
iota,gpt,llama,0.23076923076923078
iota,gpt,mw,0.0
iota,gpt,wordnet,0.06666666666666667
iota,llama,mw,0.07407407407407407
iota,llama,wordnet,0.2
iota,mw,wordnet,0.07407407407407407
edification,deepseek,gpt,0.5714285714285714
edification,deepseek,llama,0.2727272727272727
edification,deepseek,mw,0.05714285714285714
edification,deepseek,wordnet,0.0
edification,gpt,llama,0.4444444444444444
edification,gpt,mw,0.09090909090909091
edification,gpt,wordnet,0.0
edification,llama,mw,0.08333333333333333
edification,llama,wordnet,0.0
edification,mw,wordnet,0.0
unconsciousness,deepseek,gpt,0.25
unconsciousness,deepseek,llama,0.6666666666666666
unconsciousness,deepseek,mw,0.047619047619047616
unconsciousness,deepseek,wordnet,0.0
unconsciousness,gpt,llama,0.36363636363636365
unconsciousness,gpt,mw,0.05405405405405406
unconsciousness,gpt,wordnet,0.0
unconsciousness,llama,mw,0.07317073170731707
unconsciousness,llama,wordnet,0.0
unconsciousness,mw,wordnet,0.0
supercharge,deepseek,gpt,0.3
supercharge,deepseek,llama,0.5454545454545454
supercharge,deepseek,mw,0.0
supercharge,deepseek,wordnet,0.09090909090909091
supercharge,gpt,llama,0.45454545454545453
supercharge,gpt,mw,0.0
supercharge,gpt,wordnet,0.1
supercharge,llama,mw,0.0
supercharge,llama,wordnet,0.07142857142857142
supercharge,mw,wordnet,0.0
gain,deepseek,gpt,0.2857142857142857
gain,deepseek,llama,0.5384615384615384
gain,deepseek,mw,0.07563025210084033
gain,deepseek,wordnet,0.22580645161290322
gain,gpt,llama,0.5
gain,gpt,mw,0.06779661016949153
gain,gpt,wordnet,0.09090909090909091
gain,llama,mw,0.07563025210084033
gain,llama,wordnet,0.1875
gain,mw,wordnet,0.09774436090225563
protective,deepseek,gpt,0.4
protective,deepseek,llama,0.6
protective,deepseek,mw,0.09090909090909091
protective,deepseek,wordnet,0.125
protective,gpt,llama,0.5555555555555556
protective,gpt,mw,0.047619047619047616
protective,gpt,wordnet,0.0
protective,llama,mw,0.043478260869565216
protective,llama,wordnet,0.0
protective,mw,wordnet,0.0625
portray,deepseek,gpt,0.5
portray,deepseek,llama,0.29411764705882354
portray,deepseek,mw,0.36
portray,deepseek,wordnet,0.125
portray,gpt,llama,0.4166666666666667
portray,gpt,mw,0.20833333333333334
portray,gpt,wordnet,0.08333333333333333
portray,llama,mw,0.25
portray,llama,wordnet,0.07692307692307693
portray,mw,wordnet,0.13043478260869565
foe,deepseek,gpt,0.8333333333333334
foe,deepseek,llama,0.5714285714285714
foe,deepseek,mw,0.7142857142857143
foe,deepseek,wordnet,0.1111111111111111
foe,gpt,llama,0.6666666666666666
foe,gpt,mw,0.8333333333333334
foe,gpt,wordnet,0.125
foe,llama,mw,0.5714285714285714
foe,llama,wordnet,0.125
foe,mw,wordnet,0.1111111111111111
bal,deepseek,gpt,0.375
bal,deepseek,llama,0.125
bal,deepseek,mw,0.04
bal,deepseek,wordnet,0.0
bal,gpt,llama,0.14285714285714285
bal,gpt,mw,0.041666666666666664
bal,gpt,wordnet,0.0
bal,llama,mw,0.045454545454545456
bal,llama,wordnet,0.0
bal,mw,wordnet,0.0
canned,deepseek,gpt,0.5
canned,deepseek,llama,0.25
canned,deepseek,mw,0.0
canned,deepseek,wordnet,0.04
canned,gpt,llama,0.25
canned,gpt,mw,0.0
canned,gpt,wordnet,0.05
canned,llama,mw,0.0
canned,llama,wordnet,0.05
canned,mw,wordnet,0.03076923076923077
superclass,deepseek,gpt,0.0
superclass,deepseek,llama,0.21428571428571427
superclass,deepseek,mw,0.0
superclass,deepseek,wordnet,0.0
superclass,gpt,llama,0.3
superclass,gpt,mw,0.0
superclass,gpt,wordnet,0.0
superclass,llama,mw,0.0
superclass,llama,wordnet,0.0
superclass,mw,wordnet,0.0
gold,deepseek,gpt,0.36363636363636365
gold,deepseek,llama,0.13333333333333333
gold,deepseek,mw,0.006472491909385114
gold,deepseek,wordnet,0.13333333333333333
gold,gpt,llama,0.0
gold,gpt,mw,0.003257328990228013
gold,gpt,wordnet,0.07692307692307693
gold,llama,mw,0.003236245954692557
gold,llama,wordnet,0.06666666666666667
gold,mw,wordnet,0.009771986970684038
attributable,deepseek,gpt,0.375
attributable,deepseek,llama,0.4
attributable,deepseek,mw,0.0
attributable,deepseek,wordnet,0.0
attributable,gpt,llama,0.2222222222222222
attributable,gpt,mw,0.0
attributable,gpt,wordnet,0.0
attributable,llama,mw,0.0
attributable,llama,wordnet,0.0
attributable,mw,wordnet,0.0
accession,deepseek,gpt,0.2727272727272727
accession,deepseek,llama,0.3333333333333333
accession,deepseek,mw,0.09523809523809523
accession,deepseek,wordnet,0.14285714285714285
accession,gpt,llama,0.2727272727272727
accession,gpt,mw,0.05
accession,gpt,wordnet,0.07692307692307693
accession,llama,mw,0.15
accession,llama,wordnet,0.14285714285714285
accession,mw,wordnet,0.15
installation,deepseek,gpt,0.3333333333333333
installation,deepseek,llama,0.26666666666666666
installation,deepseek,mw,0.10526315789473684
installation,deepseek,wordnet,0.0
installation,gpt,llama,0.36363636363636365
installation,gpt,mw,0.0625
installation,gpt,wordnet,0.0
installation,llama,mw,0.05263157894736842
installation,llama,wordnet,0.0
installation,mw,wordnet,0.2857142857142857
concur,deepseek,gpt,0.4
concur,deepseek,llama,0.3333333333333333
concur,deepseek,mw,0.03278688524590164
concur,deepseek,wordnet,0.18181818181818182
concur,gpt,llama,0.4
concur,gpt,mw,0.03389830508474576
concur,gpt,wordnet,0.1
concur,llama,mw,0.05
concur,llama,wordnet,0.18181818181818182
concur,mw,wordnet,0.034482758620689655
surrender,deepseek,gpt,0.6666666666666666
surrender,deepseek,llama,0.7777777777777778
surrender,deepseek,mw,0.10606060606060606
surrender,deepseek,wordnet,0.13333333333333333
surrender,gpt,llama,0.6666666666666666
surrender,gpt,mw,0.1076923076923077
surrender,gpt,wordnet,0.06666666666666667
surrender,llama,mw,0.12307692307692308
surrender,llama,wordnet,0.13333333333333333
surrender,mw,wordnet,0.07246376811594203
function,deepseek,gpt,0.5
function,deepseek,llama,0.4
function,deepseek,mw,0.09433962264150944
function,deepseek,wordnet,0.09375
function,gpt,llama,0.5454545454545454
function,gpt,mw,0.058823529411764705
function,gpt,wordnet,0.06896551724137931
function,llama,mw,0.07547169811320754
function,llama,wordnet,0.13333333333333333
function,mw,wordnet,0.09230769230769231
dashed,deepseek,gpt,0.6
dashed,deepseek,llama,0.36363636363636365
dashed,deepseek,mw,0.03535353535353535
dashed,deepseek,wordnet,0.0
dashed,gpt,llama,0.375
dashed,gpt,mw,0.025510204081632654
dashed,gpt,wordnet,0.0
dashed,llama,mw,0.02564102564102564
dashed,llama,wordnet,0.0
dashed,mw,wordnet,0.009523809523809525
zein,deepseek,gpt,0.5
zein,deepseek,mw,0.0
zein,deepseek,wordnet,0.0
zein,gpt,mw,0.0
zein,gpt,wordnet,0.0
zein,mw,wordnet,0.0
open,deepseek,gpt,0.4166666666666667
open,deepseek,llama,0.3076923076923077
open,deepseek,mw,0.011627906976744186
open,deepseek,wordnet,0.05714285714285714
open,gpt,llama,0.3333333333333333
open,gpt,mw,0.011695906432748537
open,gpt,wordnet,0.09090909090909091
open,llama,mw,0.01764705882352941
open,llama,wordnet,0.02857142857142857
open,mw,wordnet,0.07222222222222222
robbing,deepseek,gpt,0.4166666666666667
robbing,deepseek,llama,0.4166666666666667
robbing,deepseek,mw,0.043478260869565216
robbing,deepseek,wordnet,0.0
robbing,gpt,llama,0.75
robbing,gpt,mw,0.05
robbing,gpt,wordnet,0.0
robbing,llama,mw,0.05
robbing,llama,wordnet,0.0
robbing,mw,wordnet,0.0
urna,deepseek,gpt,0.3333333333333333
urna,deepseek,llama,0.3333333333333333
urna,deepseek,mw,0.038461538461538464
urna,deepseek,wordnet,0.0
urna,gpt,llama,1.0
urna,gpt,mw,0.045454545454545456
urna,gpt,wordnet,0.0
urna,llama,mw,0.045454545454545456
urna,llama,wordnet,0.0
urna,mw,wordnet,0.0
newsreel,deepseek,gpt,0.1111111111111111
newsreel,deepseek,llama,0.0
newsreel,deepseek,mw,0.0
newsreel,deepseek,wordnet,0.0
newsreel,gpt,llama,0.2
newsreel,gpt,mw,0.0
newsreel,gpt,wordnet,0.0
newsreel,llama,mw,0.0
newsreel,llama,wordnet,0.0
newsreel,mw,wordnet,0.0
salting,deepseek,gpt,0.6666666666666666
salting,deepseek,llama,0.5714285714285714
salting,deepseek,mw,0.0
salting,deepseek,wordnet,0.0
salting,gpt,llama,0.2857142857142857
salting,gpt,mw,0.0
salting,gpt,wordnet,0.0
salting,llama,mw,0.0
salting,llama,wordnet,0.0
salting,mw,wordnet,0.0
admission,deepseek,gpt,0.5
admission,deepseek,llama,0.5
admission,deepseek,mw,0.2857142857142857
admission,deepseek,wordnet,0.1111111111111111
admission,gpt,llama,0.3333333333333333
admission,gpt,mw,0.2
admission,gpt,wordnet,0.0
admission,llama,mw,0.2
admission,llama,wordnet,0.13333333333333333
admission,mw,wordnet,0.11538461538461539
boston,deepseek,gpt,0.0
boston,deepseek,llama,0.14285714285714285
boston,deepseek,mw,0.0
boston,deepseek,wordnet,0.1111111111111111
boston,gpt,llama,0.0
boston,gpt,mw,0.0
boston,gpt,wordnet,0.0
boston,llama,mw,0.0
boston,llama,wordnet,0.14285714285714285
boston,mw,wordnet,0.0
undress,deepseek,gpt,0.4
undress,deepseek,llama,0.5454545454545454
undress,deepseek,mw,0.26666666666666666
undress,deepseek,wordnet,0.26666666666666666
undress,gpt,llama,0.3
undress,gpt,mw,0.25
undress,gpt,wordnet,0.25
undress,llama,mw,0.2
undress,llama,wordnet,0.2857142857142857
undress,mw,wordnet,0.17647058823529413
crate,deepseek,gpt,0.4444444444444444
crate,deepseek,llama,0.3
crate,deepseek,mw,0.0
crate,deepseek,wordnet,0.0
crate,gpt,llama,0.42857142857142855
crate,gpt,mw,0.0
crate,gpt,wordnet,0.0
crate,llama,mw,0.0
crate,llama,wordnet,0.0
crate,mw,wordnet,0.0
reunite,deepseek,gpt,0.36363636363636365
reunite,deepseek,llama,0.38461538461538464
reunite,deepseek,mw,0.1111111111111111
reunite,deepseek,wordnet,0.09090909090909091
reunite,gpt,llama,0.3
reunite,gpt,mw,0.022727272727272728
reunite,gpt,wordnet,0.0
reunite,llama,mw,0.06666666666666667
reunite,llama,wordnet,0.0
reunite,mw,wordnet,0.024390243902439025
arithmetical,deepseek,gpt,0.2857142857142857
arithmetical,deepseek,llama,0.42857142857142855
arithmetical,deepseek,mw,0.0
arithmetical,deepseek,wordnet,0.0
arithmetical,gpt,llama,0.8
arithmetical,gpt,mw,0.0
arithmetical,gpt,wordnet,0.0
arithmetical,llama,mw,0.0
arithmetical,llama,wordnet,0.0
arithmetical,mw,wordnet,0.0
licensor,deepseek,gpt,0.25
licensor,deepseek,llama,0.2222222222222222
licensor,deepseek,mw,0.0
licensor,deepseek,wordnet,0.0
licensor,gpt,llama,0.2222222222222222
licensor,gpt,mw,0.0
licensor,gpt,wordnet,0.0
licensor,llama,mw,0.0
licensor,llama,wordnet,0.0
licensor,mw,wordnet,0.0
sherbet,deepseek,gpt,0.5
sherbet,deepseek,llama,0.3333333333333333
sherbet,deepseek,mw,0.0
sherbet,deepseek,wordnet,0.0
sherbet,gpt,llama,0.75
sherbet,gpt,mw,0.0
sherbet,gpt,wordnet,0.0
sherbet,llama,mw,0.0
sherbet,llama,wordnet,0.0
sherbet,mw,wordnet,0.0
roi,deepseek,gpt,0.09090909090909091
roi,deepseek,llama,0.3
roi,deepseek,mw,0.0
roi,deepseek,wordnet,0.0
roi,gpt,llama,0.2857142857142857
roi,gpt,mw,0.0
roi,gpt,wordnet,0.16666666666666666
roi,llama,mw,0.0
roi,llama,wordnet,0.14285714285714285
roi,mw,wordnet,0.0
crab,deepseek,gpt,0.1
crab,deepseek,llama,0.08333333333333333
crab,deepseek,mw,0.010869565217391304
crab,deepseek,wordnet,0.045454545454545456
crab,gpt,llama,0.3333333333333333
crab,gpt,mw,0.0
crab,gpt,wordnet,0.058823529411764705
crab,llama,mw,0.0
crab,llama,wordnet,0.0
crab,mw,wordnet,0.025089605734767026
compiler,deepseek,gpt,0.42857142857142855
compiler,deepseek,llama,0.375
compiler,deepseek,mw,0.0
compiler,deepseek,wordnet,0.0
compiler,gpt,llama,0.75
compiler,gpt,mw,0.0
compiler,gpt,wordnet,0.0
compiler,llama,mw,0.0
compiler,llama,wordnet,0.0
compiler,mw,wordnet,0.0
astrophysical,deepseek,gpt,0.5
astrophysical,deepseek,llama,0.42857142857142855
astrophysical,deepseek,mw,0.2
astrophysical,deepseek,wordnet,0.0
astrophysical,gpt,llama,0.8
astrophysical,gpt,mw,0.21428571428571427
astrophysical,gpt,wordnet,0.0
astrophysical,llama,mw,0.2
astrophysical,llama,wordnet,0.0
astrophysical,mw,wordnet,0.0
humanist,deepseek,gpt,0.3
humanist,deepseek,llama,0.4444444444444444
humanist,deepseek,mw,0.0
humanist,deepseek,wordnet,0.07692307692307693
humanist,gpt,llama,0.42857142857142855
humanist,gpt,mw,0.0
humanist,gpt,wordnet,0.0
humanist,llama,mw,0.0
humanist,llama,wordnet,0.0
humanist,mw,wordnet,0.0
lease,deepseek,gpt,0.375
lease,deepseek,llama,1.0
lease,deepseek,mw,0.25
lease,deepseek,wordnet,0.36363636363636365
lease,gpt,llama,0.375
lease,gpt,mw,0.16666666666666666
lease,gpt,wordnet,0.23076923076923078
lease,llama,mw,0.25
lease,llama,wordnet,0.36363636363636365
lease,mw,wordnet,0.25
assess,deepseek,gpt,0.6
assess,deepseek,llama,0.5454545454545454
assess,deepseek,mw,0.1590909090909091
assess,deepseek,wordnet,0.0784313725490196
assess,gpt,llama,0.875
assess,gpt,mw,0.13953488372093023
assess,gpt,wordnet,0.0392156862745098
assess,llama,mw,0.13636363636363635
assess,llama,wordnet,0.038461538461538464
assess,mw,wordnet,0.060240963855421686
laboring,deepseek,gpt,0.38461538461538464
laboring,deepseek,llama,0.5384615384615384
laboring,deepseek,mw,0.17307692307692307
laboring,deepseek,wordnet,0.07407407407407407
laboring,gpt,llama,0.5
laboring,gpt,mw,0.08163265306122448
laboring,gpt,wordnet,0.10526315789473684
laboring,llama,mw,0.12244897959183673
laboring,llama,wordnet,0.09523809523809523
laboring,mw,wordnet,0.14285714285714285
emotive,deepseek,gpt,0.375
emotive,deepseek,llama,0.5555555555555556
emotive,deepseek,mw,0.0
emotive,deepseek,wordnet,0.0
emotive,gpt,llama,0.625
emotive,gpt,mw,0.0
emotive,gpt,wordnet,0.14285714285714285
emotive,llama,mw,0.037037037037037035
emotive,llama,wordnet,0.1
emotive,mw,wordnet,0.0
twinning,deepseek,gpt,0.4444444444444444
twinning,deepseek,llama,0.5
twinning,deepseek,mw,0.0
twinning,deepseek,wordnet,0.0
twinning,gpt,llama,0.3333333333333333
twinning,gpt,mw,0.0
twinning,gpt,wordnet,0.0
twinning,llama,mw,0.0
twinning,llama,wordnet,0.0
twinning,mw,wordnet,0.0
flourishing,deepseek,gpt,0.3076923076923077
flourishing,deepseek,llama,0.6363636363636364
flourishing,deepseek,mw,0.1206896551724138
flourishing,deepseek,wordnet,0.13636363636363635
flourishing,gpt,llama,0.25
flourishing,gpt,mw,0.06896551724137931
flourishing,gpt,wordnet,0.1
flourishing,llama,mw,0.10526315789473684
flourishing,llama,wordnet,0.15
flourishing,mw,wordnet,0.12903225806451613
torn,deepseek,gpt,0.3333333333333333
torn,deepseek,llama,0.5
torn,deepseek,mw,0.013953488372093023
torn,deepseek,wordnet,0.0
torn,gpt,llama,0.3
torn,gpt,mw,0.009345794392523364
torn,gpt,wordnet,0.043478260869565216
torn,llama,mw,0.018957345971563982
torn,llama,wordnet,0.0
torn,mw,wordnet,0.008928571428571428
certificate,deepseek,gpt,0.3076923076923077
certificate,deepseek,llama,0.3076923076923077
certificate,deepseek,mw,0.08333333333333333
certificate,deepseek,wordnet,0.15384615384615385
certificate,gpt,llama,0.5555555555555556
certificate,gpt,mw,0.09090909090909091
certificate,gpt,wordnet,0.09090909090909091
certificate,llama,mw,0.058823529411764705
certificate,llama,wordnet,0.09090909090909091
certificate,mw,wordnet,0.030303030303030304
kick,deepseek,gpt,0.36363636363636365
kick,deepseek,llama,0.36363636363636365
kick,deepseek,mw,0.01293103448275862
kick,deepseek,wordnet,0.037037037037037035
kick,gpt,llama,0.4
kick,gpt,mw,0.012987012987012988
kick,gpt,wordnet,0.08
kick,llama,mw,0.008620689655172414
kick,llama,wordnet,0.038461538461538464
kick,mw,wordnet,0.05106382978723404
salacious,deepseek,gpt,0.3333333333333333
salacious,deepseek,llama,0.46153846153846156
salacious,deepseek,mw,0.16666666666666666
salacious,deepseek,wordnet,0.4166666666666667
salacious,gpt,llama,0.36363636363636365
salacious,gpt,mw,0.14285714285714285
salacious,gpt,wordnet,0.3
salacious,llama,mw,0.125
salacious,llama,wordnet,0.23076923076923078
salacious,mw,wordnet,0.13636363636363635
mirrored,deepseek,gpt,0.5714285714285714
mirrored,deepseek,llama,0.5
mirrored,deepseek,mw,0.09090909090909091
mirrored,deepseek,wordnet,0.0
mirrored,gpt,llama,0.5714285714285714
mirrored,gpt,mw,0.1
mirrored,gpt,wordnet,0.0
mirrored,llama,mw,0.09090909090909091
mirrored,llama,wordnet,0.0
mirrored,mw,wordnet,0.0
stimuli,deepseek,gpt,0.0
stimuli,deepseek,llama,0.0
stimuli,deepseek,mw,0.21212121212121213
stimuli,deepseek,wordnet,0.16666666666666666
stimuli,gpt,llama,0.625
stimuli,gpt,mw,0.09090909090909091
stimuli,gpt,wordnet,0.0
stimuli,llama,mw,0.15625
stimuli,llama,wordnet,0.0
stimuli,mw,wordnet,0.030303030303030304
cuboid,deepseek,gpt,0.16666666666666666
cuboid,deepseek,llama,0.3333333333333333
cuboid,deepseek,mw,0.07142857142857142
cuboid,deepseek,wordnet,0.0
cuboid,gpt,llama,0.0
cuboid,gpt,mw,0.0
cuboid,gpt,wordnet,0.0
cuboid,llama,mw,0.07142857142857142
cuboid,llama,wordnet,0.0
cuboid,mw,wordnet,0.0625
fatty,deepseek,gpt,0.2727272727272727
fatty,deepseek,llama,0.4
fatty,deepseek,mw,0.14285714285714285
fatty,deepseek,wordnet,0.0
fatty,gpt,llama,0.2727272727272727
fatty,gpt,mw,0.0
fatty,gpt,wordnet,0.0
fatty,llama,mw,0.14285714285714285
fatty,llama,wordnet,0.08333333333333333
fatty,mw,wordnet,0.0
deadwood,deepseek,gpt,0.21428571428571427
deadwood,deepseek,llama,0.0
deadwood,deepseek,mw,0.0
deadwood,deepseek,wordnet,0.0
deadwood,gpt,llama,0.07142857142857142
deadwood,gpt,mw,0.08
deadwood,gpt,wordnet,0.0
deadwood,llama,mw,0.07692307692307693
deadwood,llama,wordnet,0.0
deadwood,mw,wordnet,0.0
diagrammatic,deepseek,gpt,0.36363636363636365
diagrammatic,deepseek,llama,0.6
diagrammatic,deepseek,mw,0.15384615384615385
diagrammatic,deepseek,wordnet,0.0
diagrammatic,gpt,llama,0.5714285714285714
